timestamp,vantage_point,category,base_domain,service_variant,target_ip,protocol,port,num_hops,success,duration_seconds,hop_num,hop_ip,hop_hostname,hop_rtt_avg
2025-10-21T09:34:27.066548,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.166,icmp,,10,True,9.23,2,140.123.103.250,csgate103.cs.ccu.edu.tw,2.24
2025-10-21T09:34:27.066548,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.166,icmp,,10,True,9.23,3,140.123.9.249,140.123.9.249,2.21
2025-10-21T09:34:27.066548,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.166,icmp,,10,True,9.23,4,140.123.0.246,140.123.0.246,2.95
2025-10-21T09:34:27.066548,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.166,icmp,,10,True,9.23,5,140.130.252.251,140.130.252.251,3.27
2025-10-21T09:34:27.066548,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.166,icmp,,10,True,9.23,6,211.22.226.198,211-22-226-198.caw1-3332.hinet.net,3.67
2025-10-21T09:34:27.066548,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.166,icmp,,10,True,9.23,7,*,,
2025-10-21T09:34:27.066548,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.166,icmp,,10,True,9.23,8,220.128.9.222,220-128-9-222.tylc-3032.hinet.net,10.67
2025-10-21T09:34:27.066548,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.166,icmp,,10,True,9.23,9,220.128.8.153,220-128-8-153.tyfo-3331.hinet.net,9.44
2025-10-21T09:34:27.066548,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.166,icmp,,10,True,9.23,10,211.22.227.221,211-22-227-221.hinet-ip.hinet.net,9.17
2025-10-21T09:34:27.066548,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.166,icmp,,10,True,9.23,11,203.66.32.166,203-66-32-166.hinet-ip.hinet.net,9.3
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,2,140.123.103.250,csgate103.cs.ccu.edu.tw,2.37
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,3,140.123.9.249,140.123.9.249,2.25
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,4,140.123.0.246,140.123.0.246,3.67
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,5,140.130.252.251,140.130.252.251,4.46
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,6,192.192.61.142,192.192.61.142,5.52
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,7,192.192.61.20,192.192.61.20,7.78
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,8,192.192.61.48,192.192.61.48,7.85
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,9,192.192.68.62,192.192.68.62,7.98
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,10,203.163.222.15,15-222-163-203-static.tpix.net.tw,9.15
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,11,104.44.51.226,104.44.51.226,10.25
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,12,104.44.23.161,ae22-0.maa01-96cbe-1b.ntwk.msn.net,40.59
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,13,104.44.17.166,be-3-0.ibr04.cys04.ntwk.msn.net,38.58
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,14,104.44.20.24,ae102-0.icr02.tyo30.ntwk.msn.net,37.65
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,15,*,,
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,16,*,,
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,17,*,,
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,18,*,,
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,19,*,,
2025-10-21T09:35:26.018251,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,55.9,20,4.216.205.136,4.216.205.136,39.42
2025-10-21T09:35:39.301152,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.34.33,icmp,,10,True,9.26,2,140.123.103.250,csgate103.cs.ccu.edu.tw,2.45
2025-10-21T09:35:39.301152,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.34.33,icmp,,10,True,9.26,3,140.123.9.249,140.123.9.249,2.47
2025-10-21T09:35:39.301152,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.34.33,icmp,,10,True,9.26,4,140.123.0.246,140.123.0.246,3.3
2025-10-21T09:35:39.301152,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.34.33,icmp,,10,True,9.26,5,140.130.252.251,140.130.252.251,3.64
2025-10-21T09:35:39.301152,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.34.33,icmp,,10,True,9.26,6,211.22.226.198,211-22-226-198.caw1-3332.hinet.net,6.91
2025-10-21T09:35:39.301152,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.34.33,icmp,,10,True,9.26,7,*,,
2025-10-21T09:35:39.301152,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.34.33,icmp,,10,True,9.26,8,220.128.19.22,220-128-19-22.chch-3032.hinet.net,9.82
2025-10-21T09:35:39.301152,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.34.33,icmp,,10,True,9.26,9,220.128.20.61,220-128-20-61.chch-3331.hinet.net,8.85
2025-10-21T09:35:39.301152,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.34.33,icmp,,10,True,9.26,10,211.22.228.141,pths-3502.hinet.net,8.03
2025-10-21T09:35:39.301152,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.34.33,icmp,,10,True,9.26,11,203.66.34.33,203-66-34-33.hinet-ip.hinet.net,7.85
2025-10-21T09:36:01.176800,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.35.66,icmp,,10,True,18.25,2,140.123.103.250,csgate103.cs.ccu.edu.tw,2.62
2025-10-21T09:36:01.176800,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.35.66,icmp,,10,True,18.25,3,140.123.9.249,140.123.9.249,2.68
2025-10-21T09:36:01.176800,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.35.66,icmp,,10,True,18.25,4,140.123.0.246,140.123.0.246,3.18
2025-10-21T09:36:01.176800,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.35.66,icmp,,10,True,18.25,5,140.130.252.251,140.130.252.251,3.97
2025-10-21T09:36:01.176800,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.35.66,icmp,,10,True,18.25,6,211.22.226.198,211-22-226-198.caw1-3332.hinet.net,3.89
2025-10-21T09:36:01.176800,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.35.66,icmp,,10,True,18.25,7,*,,
2025-10-21T09:36:01.176800,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.35.66,icmp,,10,True,18.25,8,*,,
2025-10-21T09:36:01.176800,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.35.66,icmp,,10,True,18.25,9,220.128.24.101,220-128-24-101.tncd-3331.hinet.net,6.51
2025-10-21T09:36:01.176800,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.35.66,icmp,,10,True,18.25,10,211.22.228.209,211-22-228-209.hinet-ip.hinet.net,6.65
2025-10-21T09:36:01.176800,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.35.66,icmp,,10,True,18.25,11,203.66.35.66,203-66-35-66.hinet-ip.hinet.net,6.78
2025-10-21T09:36:31.665876,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.4,2,140.123.103.250,csgate103.cs.ccu.edu.tw,2.28
2025-10-21T09:36:31.665876,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.4,3,140.123.9.249,140.123.9.249,2.15
2025-10-21T09:36:31.665876,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.4,4,140.123.0.246,140.123.0.246,3.2
2025-10-21T09:36:31.665876,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.4,5,140.130.252.251,140.130.252.251,12.44
2025-10-21T09:36:31.665876,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.4,6,211.22.226.198,211-22-226-198.caw1-3332.hinet.net,3.44
2025-10-21T09:36:31.665876,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.4,7,*,,
2025-10-21T09:36:31.665876,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.4,8,*,,
2025-10-21T09:36:31.665876,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.4,9,220.128.2.165,220-128-2-165.tpdb-3336.hinet.net,10.25
2025-10-21T09:36:31.665876,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.4,10,203.75.72.89,tncd-4901.hinet.net,11.73
2025-10-21T09:36:31.665876,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.4,11,203.75.250.229,203.75.250.229,10.58
2025-10-21T09:36:31.665876,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.4,12,203.69.108.158,203.69.108.158,10.77
2025-10-21T09:36:31.665876,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.4,13,*,,
2025-10-21T09:36:31.665876,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.4,14,211.72.255.68,mail.mofa.gov.tw,12.27
2025-10-21T09:37:08.103541,university,government_central,mofa.gov.tw,ftp.mofa.gov.tw,210.69.210.1,icmp,,14,False,33.4,2,140.123.103.250,csgate103.cs.ccu.edu.tw,2.71
2025-10-21T09:37:08.103541,university,government_central,mofa.gov.tw,ftp.mofa.gov.tw,210.69.210.1,icmp,,14,False,33.4,3,140.123.9.249,140.123.9.249,2.41
2025-10-21T09:37:08.103541,university,government_central,mofa.gov.tw,ftp.mofa.gov.tw,210.69.210.1,icmp,,14,False,33.4,4,140.123.0.246,140.123.0.246,2.82
2025-10-21T09:37:08.103541,university,government_central,mofa.gov.tw,ftp.mofa.gov.tw,210.69.210.1,icmp,,14,False,33.4,5,140.130.252.251,140.130.252.251,3.13
2025-10-21T09:37:08.103541,university,government_central,mofa.gov.tw,ftp.mofa.gov.tw,210.69.210.1,icmp,,14,False,33.4,6,192.192.61.142,192.192.61.142,5.08
2025-10-21T09:37:08.103541,university,government_central,mofa.gov.tw,ftp.mofa.gov.tw,210.69.210.1,icmp,,14,False,33.4,7,192.192.61.37,192.192.61.37,6.28
2025-10-21T09:37:08.103541,university,government_central,mofa.gov.tw,ftp.mofa.gov.tw,210.69.210.1,icmp,,14,False,33.4,8,192.192.61.32,192.192.61.32,7.51
2025-10-21T09:37:08.103541,university,government_central,mofa.gov.tw,ftp.mofa.gov.tw,210.69.210.1,icmp,,14,False,33.4,9,192.192.61.209,192.192.61.209,11.38
2025-10-21T09:37:08.103541,university,government_central,mofa.gov.tw,ftp.mofa.gov.tw,210.69.210.1,icmp,,14,False,33.4,10,10.96.81.12,10.96.81.12,9.86
2025-10-21T09:37:08.103541,university,government_central,mofa.gov.tw,ftp.mofa.gov.tw,210.69.210.1,icmp,,14,False,33.4,11,10.96.81.12,10.96.81.12,13.22
2025-10-21T09:37:08.103541,university,government_central,mofa.gov.tw,ftp.mofa.gov.tw,210.69.210.1,icmp,,14,False,33.4,12,10.96.81.12,10.96.81.12,10.28
