timestamp,vantage_point,category,base_domain,service_variant,target_ip,protocol,port,num_hops,success,duration_seconds,hop_num,hop_ip,hop_rtt_avg
2025-10-14T23:55:20.864748,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.129,icmp,,11,True,27.27,2,140.123.103.250,3.02
2025-10-14T23:55:20.864748,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.129,icmp,,11,True,27.27,3,140.123.9.249,5.72
2025-10-14T23:55:20.864748,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.129,icmp,,11,True,27.27,4,140.123.0.246,3.97
2025-10-14T23:55:20.864748,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.129,icmp,,11,True,27.27,5,140.130.252.251,5.04
2025-10-14T23:55:20.864748,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.129,icmp,,11,True,27.27,6,211.22.226.198,5.1
2025-10-14T23:55:20.864748,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.129,icmp,,11,True,27.27,7,*,
2025-10-14T23:55:20.864748,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.129,icmp,,11,True,27.27,8,*,
2025-10-14T23:55:20.864748,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.129,icmp,,11,True,27.27,9,*,
2025-10-14T23:55:20.864748,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.129,icmp,,11,True,27.27,10,220.128.13.133,13.27
2025-10-14T23:55:20.864748,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.129,icmp,,11,True,27.27,11,211.22.224.137,12.05
2025-10-14T23:55:20.864748,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.129,icmp,,11,True,27.27,12,203.66.32.129,12.58
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,2,140.123.103.250,5.47
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,3,140.123.9.249,8.53
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,4,140.123.0.246,5.85
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,5,140.130.252.251,5.24
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,6,192.192.61.142,6.9
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,7,192.192.61.20,7.82
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,8,192.192.61.48,9.17
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,9,192.192.68.62,8.72
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,10,203.163.222.15,11.91
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,11,104.44.51.224,9.89
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,12,104.44.23.163,39.82
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,13,104.44.31.136,78.78
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,14,104.44.20.40,44.16
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,15,*,
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,16,*,
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,17,*,
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,18,*,
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,19,*,
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,20,*,
2025-10-14T23:56:18.932123,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,55.01,21,4.216.205.136,39.78
2025-10-14T23:56:41.091059,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.35.67,icmp,,10,True,18.22,2,140.123.103.250,4.77
2025-10-14T23:56:41.091059,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.35.67,icmp,,10,True,18.22,3,140.123.9.249,2.78
2025-10-14T23:56:41.091059,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.35.67,icmp,,10,True,18.22,4,140.123.0.246,3.55
2025-10-14T23:56:41.091059,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.35.67,icmp,,10,True,18.22,5,140.130.252.251,5.62
2025-10-14T23:56:41.091059,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.35.67,icmp,,10,True,18.22,6,211.22.226.198,4.68
2025-10-14T23:56:41.091059,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.35.67,icmp,,10,True,18.22,7,*,
2025-10-14T23:56:41.091059,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.35.67,icmp,,10,True,18.22,8,*,
2025-10-14T23:56:41.091059,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.35.67,icmp,,10,True,18.22,9,220.128.24.129,13.87
2025-10-14T23:56:41.091059,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.35.67,icmp,,10,True,18.22,10,211.22.228.209,7.92
2025-10-14T23:56:41.091059,university,government_central,ey.gov.tw,www.ey.gov.tw,203.66.35.67,icmp,,10,True,18.22,11,203.66.35.67,8.42
2025-10-14T23:56:54.057378,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.32.41,icmp,,11,True,9.28,2,140.123.103.250,5.06
2025-10-14T23:56:54.057378,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.32.41,icmp,,11,True,9.28,3,140.123.9.249,2.76
2025-10-14T23:56:54.057378,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.32.41,icmp,,11,True,9.28,4,140.123.0.246,3.51
2025-10-14T23:56:54.057378,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.32.41,icmp,,11,True,9.28,5,140.130.252.251,4.68
2025-10-14T23:56:54.057378,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.32.41,icmp,,11,True,9.28,6,211.22.226.198,6.0
2025-10-14T23:56:54.057378,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.32.41,icmp,,11,True,9.28,7,*,
2025-10-14T23:56:54.057378,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.32.41,icmp,,11,True,9.28,8,220.128.9.222,11.78
2025-10-14T23:56:54.057378,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.32.41,icmp,,11,True,9.28,9,220.128.8.194,11.16
2025-10-14T23:56:54.057378,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.32.41,icmp,,11,True,9.28,10,220.128.8.241,10.15
2025-10-14T23:56:54.057378,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.32.41,icmp,,11,True,9.28,11,211.22.228.137,9.96
2025-10-14T23:56:54.057378,university,government_central,mofa.gov.tw,www.mofa.gov.tw,203.66.32.41,icmp,,11,True,9.28,12,203.66.32.41,11.13
2025-10-14T23:57:24.460829,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.35,2,140.123.103.250,2.94
2025-10-14T23:57:24.460829,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.35,3,140.123.9.249,3.04
2025-10-14T23:57:24.460829,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.35,4,140.123.0.246,4.32
2025-10-14T23:57:24.460829,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.35,5,140.130.252.251,4.76
2025-10-14T23:57:24.460829,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.35,6,211.22.226.198,10.18
2025-10-14T23:57:24.460829,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.35,7,*,
2025-10-14T23:57:24.460829,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.35,8,*,
2025-10-14T23:57:24.460829,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.35,9,220.128.2.197,13.9
2025-10-14T23:57:24.460829,university,government_central,mofa.gov.tw,mail.mofa.gov.tw,211.72.255.68,icmp,,13,True,27.35,10,203.75.72.89,13.94
