timestamp,vantage_point,category,base_domain,service_variant,target_ip,protocol,port,num_hops,success,duration_seconds,hop_num,hop_ip,hop_hostname,hop_rtt_avg
2025-10-21T19:12:47.211837,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.199,icmp,,11,True,18.43,2,140.123.103.250,csgate103.cs.ccu.edu.tw,4.38
2025-10-21T19:12:47.211837,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.199,icmp,,11,True,18.43,3,140.123.9.249,140.123.9.249,3.79
2025-10-21T19:12:47.211837,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.199,icmp,,11,True,18.43,4,140.123.0.246,140.123.0.246,4.71
2025-10-21T19:12:47.211837,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.199,icmp,,11,True,18.43,5,140.130.252.251,140.130.252.251,6.97
2025-10-21T19:12:47.211837,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.199,icmp,,11,True,18.43,6,211.22.226.198,211-22-226-198.caw1-3332.hinet.net,7.59
2025-10-21T19:12:47.211837,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.199,icmp,,11,True,18.43,7,*,,
2025-10-21T19:12:47.211837,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.199,icmp,,11,True,18.43,8,*,,
2025-10-21T19:12:47.211837,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.199,icmp,,11,True,18.43,9,220.128.8.10,220-128-8-10.tyfo-3031.hinet.net,13.32
2025-10-21T19:12:47.211837,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.199,icmp,,11,True,18.43,10,220.128.8.5,220-128-8-5.clpy-3331.hinet.net,11.01
2025-10-21T19:12:47.211837,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.199,icmp,,11,True,18.43,11,211.22.224.109,211-22-224-109.hinet-ip.hinet.net,13.87
2025-10-21T19:12:47.211837,university,government_central,president.gov.tw,www.president.gov.tw,203.66.32.199,icmp,,11,True,18.43,12,203.66.32.199,203-66-32-199.hinet-ip.hinet.net,10.87
2025-10-21T19:13:47.768139,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,57.5,2,140.123.103.250,csgate103.cs.ccu.edu.tw,2.83
2025-10-21T19:13:47.768139,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,57.5,3,140.123.9.249,140.123.9.249,2.46
2025-10-21T19:13:47.768139,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,57.5,4,140.123.0.246,140.123.0.246,2.81
2025-10-21T19:13:47.768139,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,57.5,5,140.130.252.251,140.130.252.251,5.17
2025-10-21T19:13:47.768139,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,57.5,6,192.192.61.142,192.192.61.142,8.36
2025-10-21T19:13:47.768139,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,57.5,7,192.192.61.20,192.192.61.20,9.37
2025-10-21T19:13:47.768139,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,57.5,8,192.192.61.48,192.192.61.48,8.71
2025-10-21T19:13:47.768139,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,57.5,9,192.192.68.62,192.192.68.62,9.07
2025-10-21T19:13:47.768139,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,57.5,10,203.163.222.15,15-222-163-203-static.tpix.net.tw,17.12
2025-10-21T19:13:47.768139,university,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,19,True,57.5,11,104.44.51.226,104.44.51.226,10.89
