Source,Target,Weight,Type
220.128.25.241,203.74.41.245,1,Directed
203.74.41.245,61.220.2.246,1,Directed
61.220.2.246,168.95.192.1,1,Directed
168.95.192.1,168.95.192.1,1,Directed
140.130.252.251,140.123.231.108,1,Directed
140.123.231.108,203.187.6.106,1,Directed
203.187.6.106,203.187.26.93,1,Directed
203.187.26.93,203.187.26.89,1,Directed
203.187.26.89,203.187.26.85,1,Directed
203.187.26.85,203.187.6.173,1,Directed
203.187.6.173,203.187.6.53,1,Directed
203.187.6.53,203.133.1.8,1,Directed
203.133.1.8,203.133.1.8,1,Directed
211.73.76.141,211.73.79.37,1,Directed
211.73.79.37,211.73.79.37,1,Directed
220.128.9.62,220.128.8.194,1,Directed
220.128.8.194,220.128.4.193,1,Directed
220.128.4.193,211.22.227.217,1,Directed
211.22.227.217,203.66.32.108,1,Directed
203.66.32.108,203.66.32.108,1,Directed
192.192.61.209,10.96.81.4,1,Directed
10.96.81.4,202.169.174.50,1,Directed
202.169.174.50,202.169.174.2,1,Directed
202.169.174.2,140.109.4.80,1,Directed
140.109.4.80,140.109.4.80,1,Directed
