Source,Target,Weight,Type
220.128.12.161,211.22.229.213,1,Directed
211.22.229.213,3.169.137.51,1,Directed
3.169.137.51,3.169.137.51,1,Directed
210.65.126.194,220.128.12.213,1,Directed
220.128.12.213,211.22.229.217,1,Directed
211.22.229.217,52.219.162.99,1,Directed
52.219.162.99,52.219.162.99,1,Directed
210.65.126.198,104.18.27.53,1,Directed
104.18.27.53,104.18.27.53,1,Directed
210.65.126.198,220.128.9.58,1,Directed
220.128.9.58,72.14.213.90,1,Directed
72.14.213.90,34.160.71.205,1,Directed
34.160.71.205,34.160.71.205,1,Directed
210.65.126.198,220.128.12.5,2,Directed
220.128.12.5,34.54.142.250,1,Directed
34.54.142.250,34.54.142.250,1,Directed
210.65.126.198,220.128.3.213,1,Directed
220.128.3.213,220.128.1.125,1,Directed
60.199.82.13,60.199.20.105,1,Directed
60.199.20.105,60.199.21.42,1,Directed
60.199.21.42,60.199.14.10,1,Directed
60.199.14.10,219.80.116.246,1,Directed
219.80.116.246,124.29.143.81,1,Directed
210.65.126.194,220.128.2.189,1,Directed
220.128.2.189,202.39.91.77,1,Directed
202.39.91.77,202.39.84.30,1,Directed
202.39.84.30,62.115.165.50,1,Directed
62.115.165.50,62.115.139.116,1,Directed
62.115.139.116,62.115.139.113,1,Directed
62.115.139.113,62.115.140.184,1,Directed
62.115.140.184,62.115.136.102,1,Directed
62.115.136.102,62.115.132.134,1,Directed
62.115.132.134,62.115.136.201,1,Directed
62.115.136.201,62.115.125.47,1,Directed
62.115.125.47,62.115.182.175,1,Directed
62.115.182.175,173.208.126.13,1,Directed
173.208.126.13,64.131.64.91,1,Directed
64.131.64.91,64.131.64.91,1,Directed
210.65.126.194,220.128.25.69,1,Directed
220.128.25.69,211.22.242.169,1,Directed
211.22.242.169,211.22.242.169,1,Directed
220.128.9.62,220.128.9.25,1,Directed
220.128.9.25,142.250.169.120,1,Directed
142.250.169.120,209.85.254.217,1,Directed
209.85.254.217,209.85.242.125,1,Directed
209.85.242.125,142.250.198.67,1,Directed
142.250.198.67,142.250.198.67,1,Directed
210.65.126.194,220.128.13.97,1,Directed
220.128.13.97,210.65.126.237,1,Directed
210.65.126.237,129.134.40.22,1,Directed
129.134.40.22,173.252.64.178,1,Directed
173.252.64.178,129.134.92.160,1,Directed
129.134.92.160,31.13.87.36,1,Directed
31.13.87.36,31.13.87.36,1,Directed
220.128.8.82,72.14.213.90,1,Directed
72.14.213.90,192.178.105.193,1,Directed
192.178.105.193,142.251.226.169,1,Directed
142.251.226.169,142.250.204.46,1,Directed
142.250.204.46,142.250.204.46,1,Directed
210.65.126.198,220.128.13.161,1,Directed
220.128.13.161,211.22.229.217,1,Directed
211.22.229.217,76.223.84.192,1,Directed
76.223.84.192,76.223.84.192,1,Directed
220.128.12.5,203.75.72.37,1,Directed
203.75.72.37,203.69.110.113,1,Directed
203.69.110.113,17.253.144.10,1,Directed
17.253.144.10,17.253.144.10,1,Directed
210.65.126.194,104.16.132.229,1,Directed
104.16.132.229,104.16.132.229,1,Directed
210.65.126.198,220.128.25.245,1,Directed
220.128.25.245,203.74.40.249,1,Directed
203.74.40.249,168.95.1.1,1,Directed
168.95.1.1,168.95.1.1,1,Directed
210.65.126.194,203.74.41.245,1,Directed
203.74.41.245,61.220.2.247,1,Directed
61.220.2.247,168.95.192.1,1,Directed
168.95.192.1,168.95.192.1,1,Directed
210.65.126.194,220.128.2.177,1,Directed
220.128.2.177,210.242.214.73,1,Directed
210.242.214.73,210.208.95.126,1,Directed
210.208.95.126,61.63.63.65,1,Directed
61.63.63.65,203.187.3.121,1,Directed
203.187.3.121,203.187.6.189,1,Directed
203.187.6.189,203.133.1.8,1,Directed
203.133.1.8,203.133.1.8,1,Directed
